period,measure,current_age,actual,cdf,pct_developed,ultimate_cl,ibnr_cl,ultimate_ie,ibnr_ie,ultimate_bf,ibnr_bf
2015,Closed Count,120,4931.0,1.010711,0.9894025097184063,4983.815941,52.81594099999984,6554.374516225983,1623.374516225983,5000.45992023763,69.4599202376305
2015,Exposure,120,4512.0,,,,,,,,
2015,Incurred Loss,120,45008437.7,1.030949,0.9699800863088281,46401403.8383773,1392966.138377294,63882090.39307072,18873652.693070717,46926172.54001162,1917734.8400116216
2015,Paid Loss,120,45008437.67,1.178685,0.8484030932776782,53050770.35506395,8042332.685063951,63882090.39307072,18873652.72307072,54692764.96854527,9684327.298545275
2015,Reported Count,120,4930.0,1.00602,0.9940160235382995,4959.678599999999,29.67859999999928,6554.374516225983,1624.374516225983,4969.221222826265,39.2212228262656
2016,Closed Count,108,4888.0,1.0206159678,0.9798004651598398,4988.7708506064,100.77085060640002,6320.787764849844,1432.7877648498443,5015.676972673343,127.67697267334299
2016,Exposure,108,4440.0,,,,,,,,
2016,Incurred Loss,108,59922623.84,1.0517741697999998,0.9507744425689357,63025067.94155368,3102444.1015536785,63453604.66974273,3530980.8297427297,63046162.900878474,3123539.060878469
2016,Paid Loss,108,59267698.34,1.2298399290000002,0.8131139479372034,72889781.91845903,13622083.578459024,63453604.66974273,4185906.3297427297,71126292.00588167,11858593.665881656
2016,Reported Count,108,4943.0,1.00602,0.9940160235382995,4972.7568599999995,29.756859999999506,6320.787764849844,1377.7877648498443,4980.823445204266,37.82344520426572
2017,Closed Count,96,4704.0,1.0519488780114599,0.9506165374598232,4948.367522165907,244.36752216590685,5759.091814286972,1055.0918142869723,4988.403894876279,284.4038948762794
2017,Exposure,96,4128.0,,,,,,,,
2017,Incurred Loss,96,35372411.74,1.0866930722373598,0.92022303771674,38438954.78618546,3066543.046185456,59549252.9255448,24176841.185544796,40123070.244637504,4750658.504637499
2017,Paid Loss,96,34907742.22,1.3012936288749002,0.7684660693102763,45425222.54929336,10517480.329293363,59549252.9255448,24641510.7055448,48695414.819487914,13787672.599487917
2017,Reported Count,96,4864.0,1.0158789959999999,0.9843692053261037,4941.235436544,77.23543654399964,5759.091814286972,895.0918142869723,4954.019181657236,90.01918165723644
2018,Closed Count,84,4672.0,1.0861372165468324,0.9206939830119353,5074.433075706801,402.433075706801,5102.48838127437,430.4883812743701,5076.658030246748,404.65803024674807
2018,Exposure,84,3732.0,,,,,,,,
2018,Incurred Loss,84,55323529.15,1.1327688585002238,0.8827926301964122,62668770.96344935,7345241.813449353,54342744.02862492,-980785.1213750765,61692899.24550475,6369370.095504754
2018,Paid Loss,84,52422359.54,1.3796315053331691,0.724831229306052,72323538.80528682,19901179.265286826,54342744.02862492,1920384.488624923,67375785.6104926,14953426.070492601
2018,Reported Count,84,4886.0,1.0265457254579997,0.9741407276854072,5015.702414587787,129.70241458778673,5102.48838127437,216.4883812743701,5017.94663653342,131.94663653341996
2019,Closed Count,72,4355.0,1.150762380931369,0.8689891297894623,5011.570168956112,656.570168956112,4796.7765907993025,441.77659079930254,4983.429875366153,628.4298753661529
2019,Exposure,72,3580.0,,,,,,,,
2019,Incurred Loss,72,40379699.29,1.1992623904941868,0.8338458772045076,48425854.697961815,8046155.407961816,52619444.17055962,12239744.880559623,49122636.87814572,8742937.588145718
2019,Paid Loss,72,37924647.52,1.4980038884907552,0.6675550094916669,56811269.45460128,18886621.934601277,52619444.17055962,14694796.65055962,55417718.13783546,17493070.61783546
2019,Reported Count,72,4767.0,1.0491297314180756,0.9531709664240775,5001.201429669966,234.20142966996627,4796.7765907993025,29.77659079930254,4991.628412026739,224.6284120267396
2020,Closed Count,60,4018.0,1.2497279456914667,0.8001741526606466,5021.406885788313,1003.406885788313,4287.219569156572,269.2195691565721,4874.697283136569,856.6972831365696
2020,Exposure,60,3265.0,,,,,,,,
2020,Incurred Loss,60,34927144.1,1.2871683237174105,0.7768991681771246,44957113.52343345,10029969.423433445,48440622.50779771,13513478.40779771,45734287.27550757,10807143.175507572
2020,Paid Loss,60,30760499.66,1.6608369111697003,0.6021060787333515,51088173.241351016,20327673.581351016,48440622.50779771,17680122.84779771,50034728.8982251,19274229.238225102
2020,Reported Count,60,4597.0,1.0937177450033437,0.9143126776250144,5027.820473780371,430.8204737803708,4287.219569156572,-309.7804308434279,4964.360365314666,367.36036531466584
2021,Closed Count,48,3810.0,1.4168165720304158,0.7058076675140219,5398.071139435884,1588.071139435884,3973.7076107088465,163.70761070884646,4979.034310611719,1169.0343106117186
2021,Exposure,48,3088.0,,,,,,,,
2021,Incurred Loss,48,55221806.45,1.4323609106327344,0.6981480662986381,79097556.97350661,23875750.52350661,46245248.986749664,-8976557.463250339,69181024.28115134,13959217.831151333
2021,Paid Loss,48,46187014.54,1.907139025096167,0.5243456228627985,88085057.88191809,41898043.34191809,46245248.986749664,58234.44674966484,68183769.64234722,21996755.10234721
2021,Reported Count,48,4301.0,1.2007927122391713,0.8327832021359088,5164.609455340676,863.6094553406756,3973.7076107088465,-327.29238929115354,4965.470662310901,664.4706623109018
2022,Closed Count,36,3118.0,1.693095803576347,0.5906340313924869,5279.07271555105,2161.0727155510504,4373.446125019273,1255.4461250192726,4908.340009121289,1790.340009121289
2022,Exposure,36,3468.0,,,,,,,,
